idioma;archivo;id;texto
de;confinamiento_geometrico.py;001;round
de;confinamiento_geometrico.py;002;yellow
de;confinamiento_geometrico.py;003;round
de;confinamiento_geometrico.py;004;yellow
de;confinamiento_geometrico.py;005;Erzeuge SVG-Animation des Confinements...
de;confinamiento_geometrico.py;006;✅ SVG-Animation abgeschlossen
de;confinamiento_geometrico.py;007;__main__
de;confinamiento_geometrico.py;008;Erzeuge SVG-Animation des Confinements...
de;confinamiento_geometrico.py;009;✅ SVG-Animation abgeschlossen
de;confinamiento_geometrico.py;010;equal
de;confinamiento_geometrico.py;011;Welle ψ(x)
de;confinamiento_geometrico.py;012;Position x
de;confinamiento_geometrico.py;013;Amplitude ψ(x)
de;confinamiento_geometrico.py;014;EINSTEIN-VED CONFINEMENT: Welle → Teilchen
de;confinamiento_geometrico.py;015;bold
de;confinamiento_geometrico.py;016;equal
de;confinamiento_geometrico.py;017;brown
de;confinamiento_geometrico.py;018;Position x
de;confinamiento_geometrico.py;019;Amplitude ψ(x)
de;confinamiento_geometrico.py;020;1. Sinuswelle auf ebener Fläche
de;confinamiento_geometrico.py;021;bold
de;confinamiento_geometrico.py;022;gray
de;confinamiento_geometrico.py;023;center
de;confinamiento_geometrico.py;024;red
de;confinamiento_geometrico.py;025;2. Übergang: Aufwicklung ({progress*100:.0f}%)
de;confinamiento_geometrico.py;026;bold
de;confinamiento_geometrico.py;027;X-Koordinate
de;confinamiento_geometrico.py;028;Y-Koordinate
de;confinamiento_geometrico.py;029;gray
de;confinamiento_geometrico.py;030;red
de;confinamiento_geometrico.py;031;Confinert (n={n_cycles})
de;confinamiento_geometrico.py;032;EINSTEIN-VED BEDINGUNG: L = {n_cycles}λ
de;confinamiento_geometrico.py;033;bold
de;confinamiento_geometrico.py;034;3. Selbst-Confinierte Welle - Stabiles Teilchen
de;confinamiento_geometrico.py;035;bold
de;confinamiento_geometrico.py;036;X-Koordinate
de;confinamiento_geometrico.py;037;Y-Koordinate
de;confinamiento_geometrico.py;038;svg
de;confinamiento_geometrico.py;039;tight
de;confinamiento_geometrico.py;040;brown
de;confinamiento_geometrico.py;041;equal
de;confinamiento_geometrico.py;042;a) Freie ebene Welle
de;confinamiento_geometrico.py;043;bold
de;confinamiento_geometrico.py;044;Position x
de;confinamiento_geometrico.py;045;Amplitude ψ(x)
de;confinamiento_geometrico.py;046;orange
de;confinamiento_geometrico.py;047;equal
de;confinamiento_geometrico.py;048;b) Übergang
de;confinamiento_geometrico.py;049;bold
de;confinamiento_geometrico.py;050;X-Koordinate
de;confinamiento_geometrico.py;051;Y-Koordinate
de;confinamiento_geometrico.py;052;gray
de;confinamiento_geometrico.py;053;red
de;confinamiento_geometrico.py;054;equal
de;confinamiento_geometrico.py;055;c) Confiniert n=3\nL = 3λ
de;confinamiento_geometrico.py;056;bold
de;confinamiento_geometrico.py;057;X-Koordinate
de;confinamiento_geometrico.py;058;Y-Koordinate
de;confinamiento_geometrico.py;059;BEDINGUNG: L = nλ
de;confinamiento_geometrico.py;060;center
de;confinamiento_geometrico.py;061;bold
de;confinamiento_geometrico.py;062;svg
de;confinamiento_geometrico.py;063;tight
de;confinamiento_geometrico_tiempo.py;001;n=1: Glatte Raumzeit-Röhre + fundamentale Kreiswelle
de;confinamiento_geometrico_tiempo.py;002;n=3: Raumzeit-Mannigfaltigkeit + Welle mit 3 Knoten
de;confinamiento_geometrico_tiempo.py;003;Seitenvergleich n=1 vs n=3
de;confinamiento_geometrico_tiempo.py;004;Zeigt wie dt-Kurven n=1-Oberfläche erzeugen
de;confinamiento_geometrico_tiempo.py;005;Zeigt wie dt-Kurven n=3-Oberfläche erzeugen
de;confinamiento_geometrico_tiempo.py;006;Vollständige dt-Evolution durch δt
de;confinamiento_geometrico_tiempo.py;007;round
de;confinamiento_geometrico_tiempo.py;008;white
de;confinamiento_geometrico_tiempo.py;009;🎨 ERZEUGUNG DER 6 VOLLSTÄNDIGEN EINSTEIN-VED-DIAGRAMME...
de;confinamiento_geometrico_tiempo.py;010;\n✅ 6 VOLLSTÄNDIGE DIAGRAMME:
de;confinamiento_geometrico_tiempo.py;011;__main__
de;confinamiento_geometrico_tiempo.py;012;lightblue
de;confinamiento_geometrico_tiempo.py;013;red
de;confinamiento_geometrico_tiempo.py;014;GRUNDZUSTAND n=1\nRaumzeit + Kreiswelle
de;confinamiento_geometrico_tiempo.py;015;bold
de;confinamiento_geometrico_tiempo.py;016;tight
de;confinamiento_geometrico_tiempo.py;017;white
de;confinamiento_geometrico_tiempo.py;018;red
de;confinamiento_geometrico_tiempo.py;019;ANGEREGTER ZUSTAND n=3\nRaumzeit-Mannigfaltigkeit + 3 Knoten
de;confinamiento_geometrico_tiempo.py;020;bold
de;confinamiento_geometrico_tiempo.py;021;tight
de;confinamiento_geometrico_tiempo.py;022;white
de;confinamiento_geometrico_tiempo.py;023;lightblue
de;confinamiento_geometrico_tiempo.py;024;red
de;confinamiento_geometrico_tiempo.py;025;n=1: Grundzustand
de;confinamiento_geometrico_tiempo.py;026;bold
de;confinamiento_geometrico_tiempo.py;027;red
de;confinamiento_geometrico_tiempo.py;028;n=3: Angeregter Zustand
de;confinamiento_geometrico_tiempo.py;029;bold
de;confinamiento_geometrico_tiempo.py;030;tight
de;confinamiento_geometrico_tiempo.py;031;white
de;confinamiento_geometrico_tiempo.py;032;lightblue
de;confinamiento_geometrico_tiempo.py;033;red
de;confinamiento_geometrico_tiempo.py;034;green
de;confinamiento_geometrico_tiempo.py;035;green
de;confinamiento_geometrico_tiempo.py;036;green
de;confinamiento_geometrico_tiempo.py;037;bold
de;confinamiento_geometrico_tiempo.py;038;GENERIERUNG n=1: dt → Oberfläche\nKreisförmige Kurven erzeugen Zylinder
de;confinamiento_geometrico_tiempo.py;039;bold
de;confinamiento_geometrico_tiempo.py;040;tight
de;confinamiento_geometrico_tiempo.py;041;white
de;confinamiento_geometrico_tiempo.py;042;red
de;confinamiento_geometrico_tiempo.py;043;green
de;confinamiento_geometrico_tiempo.py;044;green
de;confinamiento_geometrico_tiempo.py;045;green
de;confinamiento_geometrico_tiempo.py;046;bold
de;confinamiento_geometrico_tiempo.py;047;GENERIERUNG n=3: dt → Mannigfaltigkeit\nKnoten-Kurven erzeugen Geometrie
de;confinamiento_geometrico_tiempo.py;048;bold
de;confinamiento_geometrico_tiempo.py;049;tight
de;confinamiento_geometrico_tiempo.py;050;white
de;confinamiento_geometrico_tiempo.py;051;red
de;confinamiento_geometrico_tiempo.py;052;darkred
de;confinamiento_geometrico_tiempo.py;053;δt={t}
de;confinamiento_geometrico_tiempo.py;054;center
de;confinamiento_geometrico_tiempo.py;055;bold
de;confinamiento_geometrico_tiempo.py;056;blue
de;confinamiento_geometrico_tiempo.py;057;blue
de;confinamiento_geometrico_tiempo.py;058;Zeitliche\nEvolution
de;confinamiento_geometrico_tiempo.py;059;blue
de;confinamiento_geometrico_tiempo.py;060;bold
de;confinamiento_geometrico_tiempo.py;061;VOLLSTÄNDIGE EVOLUTION: dt → δt → Zustände n\nEinstein-VED Quanten-Confinement
de;confinamiento_geometrico_tiempo.py;062;bold
de;confinamiento_geometrico_tiempo.py;063;tight
de;confinamiento_geometrico_tiempo.py;064;white
de;entrelazamiento_geometrico.py;001;"
    Finale korrigierte Version:
    - Rahmen "
de;entrelazamiento_geometrico.py;002; und 
de;entrelazamiento_geometrico.py;003;" auf gleicher Ebene
    - Breiteres Design für beide Rahmen
    - Aktuelle Dekoration beibehalten
    "
de;entrelazamiento_geometrico.py;004;SYMBOLIK:\n\n
de;entrelazamiento_geometrico.py;005;🔴 Teilchen A (45°)\n
de;entrelazamiento_geometrico.py;006;🟢 Teilchen B (225°)\n
de;entrelazamiento_geometrico.py;007;⚫ Beobachter\n
de;entrelazamiento_geometrico.py;008;▬▬ Geometrische Verbindung\n
de;entrelazamiento_geometrico.py;009;▬▬ Sichtlinien
de;entrelazamiento_geometrico.py;010;round,pad=0.6
de;entrelazamiento_geometrico.py;011;white
