idioma;archivo;id;texto
it;confinamiento_geometrico.py;001;round
it;confinamiento_geometrico.py;002;yellow
it;confinamiento_geometrico.py;003;round
it;confinamiento_geometrico.py;004;yellow
it;confinamiento_geometrico.py;005;Generazione animazione SVG del confinamento...
it;confinamiento_geometrico.py;006;✅ Animazione SVG completata
it;confinamiento_geometrico.py;007;__main__
it;confinamiento_geometrico.py;008;Generazione animazione SVG del confinamento...
it;confinamiento_geometrico.py;009;✅ Animazione SVG completata
it;confinamiento_geometrico.py;010;equal
it;confinamiento_geometrico.py;011;Onda ψ(x)
it;confinamiento_geometrico.py;012;Posizione x
it;confinamiento_geometrico.py;013;Ampiezza ψ(x)
it;confinamiento_geometrico.py;014;CONFINAMENTO EINSTEIN-VED: Onda → Particella
it;confinamiento_geometrico.py;015;bold
it;confinamiento_geometrico.py;016;equal
it;confinamiento_geometrico.py;017;brown
it;confinamiento_geometrico.py;018;Posizione x
it;confinamiento_geometrico.py;019;Ampiezza ψ(x)
it;confinamiento_geometrico.py;020;1. Onda Sinusoidale su Superficie Piana
it;confinamiento_geometrico.py;021;bold
it;confinamiento_geometrico.py;022;gray
it;confinamiento_geometrico.py;023;center
it;confinamiento_geometrico.py;024;red
it;confinamiento_geometrico.py;025;2. Transizione: Avvolgimento ({progress*100:.0f}%)
it;confinamiento_geometrico.py;026;bold
it;confinamiento_geometrico.py;027;Coordinata X
it;confinamiento_geometrico.py;028;Coordinata Y
it;confinamiento_geometrico.py;029;gray
it;confinamiento_geometrico.py;030;red
it;confinamiento_geometrico.py;031;Confinata (n={n_cycles})
it;confinamiento_geometrico.py;032;CONDIZIONE EINSTEIN-VED: L = {n_cycles}λ
it;confinamiento_geometrico.py;033;bold
it;confinamiento_geometrico.py;034;3. Onda Auto-Confinata - Particella Stabile
it;confinamiento_geometrico.py;035;bold
it;confinamiento_geometrico.py;036;Coordinata X
it;confinamiento_geometrico.py;037;Coordinata Y
it;confinamiento_geometrico.py;038;svg
it;confinamiento_geometrico.py;039;tight
it;confinamiento_geometrico.py;040;brown
it;confinamiento_geometrico.py;041;equal
it;confinamiento_geometrico.py;042;a) Onda Piana Libera
it;confinamiento_geometrico.py;043;bold
it;confinamiento_geometrico.py;044;Posizione x
it;confinamiento_geometrico.py;045;Ampiezza ψ(x)
it;confinamiento_geometrico.py;046;orange
it;confinamiento_geometrico.py;047;equal
it;confinamiento_geometrico.py;048;b) Transizione
it;confinamiento_geometrico.py;049;bold
it;confinamiento_geometrico.py;050;Coordinata X
it;confinamiento_geometrico.py;051;Coordinata Y
it;confinamiento_geometrico.py;052;gray
it;confinamiento_geometrico.py;053;red
it;confinamiento_geometrico.py;054;equal
it;confinamiento_geometrico.py;055;c) Confinato n=3\nL = 3λ
it;confinamiento_geometrico.py;056;bold
it;confinamiento_geometrico.py;057;Coordinata X
it;confinamiento_geometrico.py;058;Coordinata Y
it;confinamiento_geometrico.py;059;CONDIZIONE: L = nλ
it;confinamiento_geometrico.py;060;center
it;confinamiento_geometrico.py;061;bold
it;confinamiento_geometrico.py;062;svg
it;confinamiento_geometrico.py;063;tight
it;confinamiento_geometrico_tiempo.py;001;n=1: Tubo spazio-tempo liscio + onda circolare fondamentale
it;confinamiento_geometrico_tiempo.py;002;n=3: Varietà spazio-tempo + onda con 3 nodi
it;confinamiento_geometrico_tiempo.py;003;Confronto affiancato n=1 vs n=3
it;confinamiento_geometrico_tiempo.py;004;Mostra come le curve dt generano la superficie n=1
it;confinamiento_geometrico_tiempo.py;005;Mostra come le curve dt generano la superficie n=3
it;confinamiento_geometrico_tiempo.py;006;Evoluzione completa dt attraverso δt
it;confinamiento_geometrico_tiempo.py;007;round
it;confinamiento_geometrico_tiempo.py;008;white
it;confinamiento_geometrico_tiempo.py;009;🎨 GENERAZIONE DEI 6 GRAFICI COMPLETI EINSTEIN-VED...
it;confinamiento_geometrico_tiempo.py;010;\n✅ 6 GRAFICI COMPLETI:
it;confinamiento_geometrico_tiempo.py;011;__main__
it;confinamiento_geometrico_tiempo.py;012;lightblue
it;confinamiento_geometrico_tiempo.py;013;red
it;confinamiento_geometrico_tiempo.py;014;STATO FONDAMENTALE n=1\nSpazio-Tempo + Onda Circolare
it;confinamiento_geometrico_tiempo.py;015;bold
it;confinamiento_geometrico_tiempo.py;016;tight
it;confinamiento_geometrico_tiempo.py;017;white
it;confinamiento_geometrico_tiempo.py;018;red
it;confinamiento_geometrico_tiempo.py;019;STATO ECCITATO n=3\nVarietà Spazio-Tempo + 3 Nodi
it;confinamiento_geometrico_tiempo.py;020;bold
it;confinamiento_geometrico_tiempo.py;021;tight
it;confinamiento_geometrico_tiempo.py;022;white
it;confinamiento_geometrico_tiempo.py;023;lightblue
it;confinamiento_geometrico_tiempo.py;024;red
it;confinamiento_geometrico_tiempo.py;025;n=1: Stato Fondamentale
it;confinamiento_geometrico_tiempo.py;026;bold
it;confinamiento_geometrico_tiempo.py;027;red
it;confinamiento_geometrico_tiempo.py;028;n=3: Stato Eccitato
it;confinamiento_geometrico_tiempo.py;029;bold
it;confinamiento_geometrico_tiempo.py;030;tight
it;confinamiento_geometrico_tiempo.py;031;white
it;confinamiento_geometrico_tiempo.py;032;lightblue
it;confinamiento_geometrico_tiempo.py;033;red
it;confinamiento_geometrico_tiempo.py;034;green
it;confinamiento_geometrico_tiempo.py;035;green
it;confinamiento_geometrico_tiempo.py;036;green
it;confinamiento_geometrico_tiempo.py;037;bold
it;confinamiento_geometrico_tiempo.py;038;GENERAZIONE n=1: dt → Superficie\nCurve Circolari Generano Cilindro
it;confinamiento_geometrico_tiempo.py;039;bold
it;confinamiento_geometrico_tiempo.py;040;tight
